Obs,experiment,year,treatment,plot,subplot_id,id,sampling,height_25,height_46,height_67
347,DN14,2014,dense,33,33140,RIL_052,unknown,8.05275519265391,44.0886047700371,41.4001319670814
348,DN14,2014,dense,33,33141,RIL_075,unknown,7.13874545083344,19.0259579731189,20.3654416413939
349,DN14,2014,dense,33,33142,RIL_203,unknown,7.58265750453205,35.9850456796138,33.7923945095155
350,DN14,2014,dense,33,33143,RIL_182,unknown,8.29172735703794,53.9242591312668,47.4941371553337
351,DN14,2014,dense,33,33144,RIL_025,unknown,7.94636192767353,42.0348368104463,29.0010656615728
352,DN14,2014,dense,33,33145,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
353,DN14,2014,dense,33,33146,RIL_126,unknown,10.2080498581815,29.8079512391134,27.0061937821829
354,DN14,2014,dense,33,33147,RIL_160,unknown,8.83217708227246,49.9993311092852,40.5244340050609
355,DN14,2014,dense,33,33148,RIL_167,unknown,7.7233317908812,34.9129262991951,32.5823689011171
356,DN14,2014,dense,33,33149,RIL_119,unknown,8.25364738849574,46.2028034448489,37.3656268874904
357,DN14,2014,dense,33,33150,RIL_200,unknown,7.49030679355665,45.1473145772494,39.2312657928741
358,DN14,2014,dense,33,33151,RIL_205,unknown,8.90799465599352,32.9297621221908,29.7035397187396
359,DN14,2014,dense,33,33152,RIL_015,unknown,6.08620964254986,20.4243367477806,18.6263657518323
360,DN14,2014,dense,33,33153,RIL_005,unknown,5.37637686917559,26.55759181571,17.8619635569699
361,DN14,2014,dense,33,33154,RIL_095,unknown,11.1744308688485,43.3167655885397,42.7628236196171
362,DN14,2014,dense,33,33155,RIL_118,unknown,6.86359279149394,42.8329875270183,41.3138075507661
363,DN14,2014,dense,33,33156,RIL_129,unknown,7.16493108525669,40.5777254261625,37.9247436443129
364,DN14,2014,dense,33,33157,RIL_105,unknown,8.87036653002623,39.0875160691706,33.9885560833985
365,DN14,2014,dense,33,33159,RIL_077,unknown,6.66674828912487,38.2618658860596,33.1478202736053
366,DN14,2014,dense,33,33160,RIL_193,unknown,9.71201528193574,47.6385223392698,47.8817677149331
367,DN14,2014,dense,33,33161,RIL_048,unknown,4.4169546927358,24.9351932892453,27.346477942296
368,DN14,2014,dense,33,33162,RIL_030,unknown,6.76314669357303,36.9386846181123,34.3790677384449
369,DN14,2014,dense,33,33163,RIL_164,unknown,12.299327667043,35.5382753980986,32.2053027533983
370,DN14,2014,dense,33,33164,RIL_059,unknown,8.84822858907574,46.4506358452057,41.9016374864816
371,DN14,2014,dense,33,33165,RIL_222,unknown,5.82509953721534,28.6451857858632,28.6834268690762
372,DN14,2014,dense,33,33166,A10,unknown,8.59645353028268,19.5047961513216,NA
373,DN14,2014,dense,33,33167,RIL_215,unknown,8.82823886801129,62.049035439968,55.2802785220786
374,DN14,2014,dense,33,33168,RIL_020,unknown,12.3214656079935,67.0375605034815,60.6432955825981
375,DN14,2014,dense,33,33169,RIL_143,unknown,9.63965429202478,46.0490133285214,46.1112825775659
376,DN14,2014,dense,33,33170,RIL_029,unknown,10.5698548077363,59.0129360182823,55.5136987856186
377,DN14,2014,dense,33,33171,RIL_086,unknown,8.29946405668779,39.0216527126375,34.0611511514489
378,DN14,2014,dense,33,33172,RIL_125,unknown,7.41794580364569,47.3896747162369,41.8587167529562
379,DN14,2014,dense,33,33173,RIL_115,unknown,8.11512132203264,32.210893916824,27.3895882983544
380,DN14,2014,dense,33,33174,RIL_023,unknown,8.78396298611029,49.8160403291624,42.1967438537208
381,DN14,2014,dense,33,33175,RIL_150,unknown,7.15088853125171,31.3540105906299,25.686507277191
382,DN14,2014,dense,33,33176,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
383,DN14,2014,dense,33,33177,RIL_153,unknown,9.45280465018793,NA,35.9901634851489
384,DN14,2014,dense,33,33178,RIL_120,unknown,8.40621600896382,38.4450228613477,34.2905371699286
385,DN14,2014,dense,33,33179,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
386,DN14,2014,dense,33,33180,RIL_189,unknown,13.3278260607894,49.867980516389,50.4897247644076
387,DN14,2014,dense,33,33181,A10,unknown,8.59645353028268,19.5047961513216,NA
388,DN14,2014,dense,33,33182,RIL_040,unknown,12.1988815691221,56.0630712355544,48.8142014010755
389,DN14,2014,dense,33,33183,RIL_175,unknown,9.55135127452216,36.3269203640001,32.9331235732981
390,DN14,2014,dense,33,33184,RIL_106,unknown,5.87937027964856,35.673054013085,30.2275120911502
391,DN14,2014,dense,33,33185,RIL_179,unknown,10.6500624382934,48.4349749502429,42.9048393335394
392,DN14,2014,dense,33,33186,RIL_090,unknown,4.88850720203956,33.1829601364744,41.7467544889446
393,DN14,2014,dense,33,33187,RIL_140,unknown,9.15766226978399,40.1744048038793,39.3005910346174
394,DN14,2014,dense,33,33188,RIL_054,unknown,NA,NA,25.5062292329287
395,DN14,2014,dense,33,33189,RIL_137,unknown,10.9956766139572,52.180277121268,53.3818015315098
396,DN14,2014,dense,33,33190,RIL_050,unknown,11.1142129593558,47.0121580176903,40.9418369507652
397,DN14,2014,dense,33,33191,RIL_209,unknown,11.8794530278816,49.2779410918927,43.2939080694137
398,DN14,2014,dense,33,33192,RIL_055,unknown,14.010710278872,49.3634928479275,46.7575823878612
399,DN14,2014,dense,33,33193,RIL_051,unknown,14.9428102681703,58.2348120257274,56.7456200079799
400,DN14,2014,dense,33,33194,RIL_007,unknown,9.55729844158161,35.2894277750657,29.9381143176174
401,DN14,2014,dense,33,33195,RIL_123,unknown,8.00847931075292,36.0122983789471,38.3239916183804
402,DN14,2014,dense,33,33196,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
403,DN14,2014,dense,33,33197,RIL_138,unknown,6.83955537695674,35.0684145211215,30.2437409183477
404,DN14,2014,dense,33,33198,RIL_072,unknown,6.42967559832755,39.3522948478669,34.72002834612
405,DN14,2014,dense,33,33199,RIL_066,unknown,8.96271724100162,41.5279681534632,38.3965783863609
406,DN14,2014,dense,33,33200,RIL_058,unknown,7.84591582975261,46.0819420144068,39.387490247153
407,DN14,2014,dense,33,33201,B100,unknown,7.43586607265474,47.8272160006702,47.0398514883953
408,DN14,2014,dense,33,33202,RIL_036,unknown,9.66583992644804,39.8763303218948,39.142546194687
409,DN14,2014,dense,33,33203,RIL_035,unknown,6.45134458195852,41.0424919863429,36.7910540222937
410,DN14,2014,dense,33,33204,A10,unknown,8.59645353028268,19.5047961513216,NA
411,DN14,2014,dense,33,33205,RIL_069,unknown,8.86441936296675,44.1159315277878,40.9823559809353
412,DN14,2014,dense,33,33206,RIL_094,unknown,9.28619347571487,52.1924962002135,53.6067752455873
413,DN14,2014,dense,33,33207,RIL_107,unknown,15.0392086726184,49.5424040050689,45.5937425963983
414,DN14,2014,dense,33,33208,RIL_121,unknown,8.84822858907574,39.0201298786235,32.3109207862696
415,DN14,2014,dense,33,33209,RIL_169,unknown,6.60248268615942,33.7338626728787,28.3574573241916
416,DN14,2014,dense,33,33210,RIL_208,unknown,9.96313052673804,48.3338079040648,43.7359754442567
417,DN14,2014,sparse,32,32001,RIL_022,unknown,7.06205922623547,45.9564026609057,45.45785032548
418,DN14,2014,sparse,32,32002,RIL_027,unknown,7.04801667223049,38.2064297224761,40.76228685639
419,DN14,2014,sparse,32,32003,B100,unknown,6.52903470829544,46.4245757585639,54.4577133197578
420,DN14,2014,sparse,32,32004,RIL_222,unknown,5.20595463458456,27.0313044677917,NA
421,DN14,2014,sparse,32,32005,RIL_190,unknown,3.6482763866441,26.3919193566161,29.6487158646949
422,DN14,2014,sparse,32,32006,RIL_188,unknown,6.70587454076902,24.4260651212752,24.5727972680576
423,DN14,2014,sparse,32,32007,RIL_183,unknown,6.55388156957142,32.5847479149876,39.2475872754849
424,DN14,2014,sparse,32,32008,A10,unknown,7.80436476228835,16.0016399192408,NA
425,DN14,2014,sparse,32,32009,RIL_046,unknown,5.16977413962908,27.3147788823089,29.5368681328614
426,DN14,2014,sparse,32,32010,RIL_039,unknown,10.6619279774975,27.4899614884993,26.0579072836555
427,DN14,2014,sparse,32,32011,RIL_123,unknown,6.07188954733063,33.6961395278993,38.6927876766821
428,DN14,2014,sparse,32,32012,A10,unknown,7.80436476228835,16.0016399192408,NA
429,DN14,2014,sparse,32,32013,RIL_139,unknown,4.79012768889591,26.320578606205,28.5479744225609
430,DN14,2014,sparse,32,32014,RIL_086,unknown,NA,37.1653747524674,36.0622327695775
